December, http://www.rappler.com/science-nature/46114-top-ten-ph-environmental-news
December, http://www.rappler.com/nation/46713-bohol-survivors-yolanda
December, http://www.rappler.com/nation/46715-malacanang-asked-release-funds-fighter-jets
December, http://www.rappler.com/nation/46704-cpp-anniversary-45
December, http://www.rappler.com/nation/special-coverage/weather-alert/46698-20131227-philippine-weather-forecast
December, http://www.rappler.com/nation/46601-loboc-christmas-eve-mass
December, http://www.rappler.com/nation/46696-aquino-rejects-petilla-resignation
December, http://www.rappler.com/nation/46691-suspects-linked-mexico-drug-cartel-arrested
December, http://www.rappler.com/nation/46684-abu-sayyaf-member-arrest-christmas-day
December, http://www.rappler.com/nation/46665-aquino-survey-very-good
December, http://www.rappler.com/nation/special-coverage/weather-alert/46662-20131226-philippine-weather-forecast
December, http://www.rappler.com/nation/46646-pope-francis-christmas-message-philippines
December, http://www.rappler.com/nation/46643-tagle-christmas-mass-aquino-residence
December, http://www.rappler.com/move-ph/issues/disasters/typhoon-yolanda/46640-christmas-rain-yolanda-disaster-zone
December, http://www.rappler.com/nation/46637-dfa-south-sudan-repatriates-philippines
December, http://www.rappler.com/business/46634-petilla-to-resign-over-failed-promise
December, http://www.rappler.com/nation/46631-mel-mathay-dies
December, http://www.rappler.com/nation/46629-christmas-fireworks-injuries
December, http://www.rappler.com/nation/46625-wounded-soldiers-christmas
December, http://www.rappler.com/life-and-style/technology/45873-top-viral-twitter-trending-topics-philippines-2013
December, http://www.rappler.com/nation/46573-christmas-palo-leyte
December, http://www.rappler.com/nation/46581-napoles-longer-visiting-hours
December, http://www.rappler.com/nation/46577-dark-christmas-typhoon-survivors
December, http://www.rappler.com/business/46575-power-restored-all-yolanda-hit-areas-petilla-to-keep-his-post
December, http://www.rappler.com/nation/46579-hacienda-luisita-arrest-ambala-peping-cojuangco
December, http://www.rappler.com/nation/special-coverage/weather-alert/46578-20131225-philippine-weather-forecast
December, http://www.rappler.com/nation/46574-philippines-expects-merry-christmas
December, http://www.rappler.com/nation/46572-christmas-bohol-simbang-gabi-ruins
December, http://www.rappler.com/nation/46571-npa-rebels-torch-taxis
December, http://www.rappler.com/move-ph/46545-christmas-tree-bond-community
December, http://www.rappler.com/move-ph/issues/disasters/typhoon-yolanda/46562-defiant-yolanda-survivors-welcome-christmas
December, http://www.rappler.com/nation/46556-dasmarinas-village-guards-good-job
December, http://www.rappler.com/nation/46538-driver-don-mariano-bus-skyway-dies
December, http://www.rappler.com/nation/46529-pope-envoy-pinto-leyte-christmas
December, http://www.rappler.com/move-ph/issues/disasters/typhoon-yolanda/46513-haiyan-japanese-pre-schooler-surprise
December, http://www.rappler.com/nation/46497-congress-versus-court-pork
December, http://www.rappler.com/nation/46504-loon-children-education
December, http://www.rappler.com/nation/46498-caps-banned-as-philippine-malls-fight-crime
December, http://www.rappler.com/nation/special-coverage/weather-alert/46512-20131224-philippine-weather-forecast
December, http://www.rappler.com/nation/46505-china-liaoning-aircraft-carrier-south-china-sea
December, http://www.rappler.com/business/46503-aquino-tarlac-toll-road-tplex
December, http://www.rappler.com/nation/46486-zamboanga-siege-drones
December, http://www.rappler.com/nation/46502-philippines-voluntary-repatriation-south-sudan
December, http://www.rappler.com/nation/46495-daughter-ukol-talumpa-naia-suspect
December, http://www.rappler.com/nation/46208-2013-roadblocks-ph-education
December, http://www.rappler.com/business/industries/173-power-and-energy/46492-supreme-court-halts-meralco-rate-hike
December, http://www.rappler.com/nation/46483-protect-typhoon-workers
December, http://www.rappler.com/nation/46484-pnp-case-naia-3-attack-talumpa
December, http://www.rappler.com/nation/46452-leyte-home-before-christmas
December, http://www.rappler.com/nation/46459-upcat-2014-results
December, http://www.rappler.com/nation/46443-doh-first-firecracker-injury-new-year-2014
December, http://www.rappler.com/nation/46438-estrada-visits-arroyo-vmmc
December, http://www.rappler.com/nation/special-coverage/zamboanga-crisis/46436-bunkhouses-zamboanga-siege-evacauees
December, http://www.rappler.com/nation/special-coverage/weather-alert/46441-20131223-philippine-weather-forecast
December, http://www.rappler.com/nation/46437-japan-coast-guard-iloilo-oil-spill-cleanup
December, http://www.rappler.com/nation/46426-aquino-visits-comval-zamboanga-leyte
December, http://www.rappler.com/nation/46430-cbcp-survey-contraception-gay-unions-divorce
December, http://www.rappler.com/move-ph/issues/disasters/typhoon-yolanda/46427-petilla-aquino-roxas-romualdez-yolanda
December, http://www.rappler.com/nation/46421-ban-ki-moon-yolanda-not-forgotten-crisis
December, http://www.rappler.com/nation/46407-sin-tax-more-work-ahead
December, http://www.rappler.com/world/regions/asia-pacific/46402-taiwan-woman-malaysia-kidnapping
December, http://www.rappler.com/nation/special-coverage/weather-alert/46397-20131222-philippine-weather-forecast
December, http://www.rappler.com/move-ph/issues/disasters/typhoon-yolanda/46396-ban-ki-moon-united-nations-rehabilitation
December, http://www.rappler.com/nation/46393-west-point-grad-appointed-bi-commissioner
